time step, id0, role0, type0, x0, y0, present0, id1, role1, type1, x1, y1, present1, id2, role2, type2, x2, y2, present2, id3, role3, type3, x3, y3, present3, id4, role4, type4, x4, y4, present4, id5, role5, type5, x5, y5, present5, id6, role6, type6, x6, y6, present6, id7, role7, type7, x7, y7, present7, id8, role8, type8, x8, y8, present8, id9, role9, type9, x9, y9, present9
-200,32, others, car,44.455243420340814,-0.4785734098342394,1,33, others, car,37.37488942820335,9.917123590970467,1,34, others, car,82.78497208882706,-3.7594746521204896,1,37.0, others, car,44.93050747450291,-16.344661730474506,1.0,38.0, others, car,63.807124070943935,-5.3847669637709865,1.0,39, others, car,33.622782356185965,13.172898376156702,1.0,40.0, others, car,6.4049768294256015,-3.5514041891506385,1.0,41.0, agent, car,-1.4665753907780872,0.002371321191222089,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-100,32, others, car,44.99269359002771,-0.6695913036140573,1,33, others, car,37.37705852142337,9.878968432285612,1,34, others, car,83.72989787774097,-3.6587025061757683,1,37.0, others, car,44.8990070667494,-16.145921386529665,1.0,38.0, others, car,64.5023208820015,-5.1888990966582345,1.0,39, others, car,33.61023287212957,12.849127607788148,1.0,40.0, others, car,6.897380708206769,-3.6381374858652853,1.0,41.0, agent, car,-0.727698067032335,0.00291945840233157,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,32, others, car,45.55155540649018,-0.8526171763759434,1,33, others, car,37.379374559353735,9.843816818264306,1,34, others, car,84.68708573472955,-3.5525110497456653,1,37.0, others, car,44.86238023793102,-15.928913885182931,1.0,38.0, others, car,65.21967751545398,-5.011114225417876,1.0,39, others, car,33.60049677120756,12.542241296039244,1.0,40.0, others, car,7.379702141635799,-3.726381663321089,1.0,41.0, agent, car,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-1000,63, others, car,51.41215248537478,-4.07811584197557,1,64, others, car,84.0397407877194,13.65082218523596,1,65, others, car,65.44680850902004,7.801803937354759,1,66.0, others, car,36.7318714048787,10.320175632974905,1.0,67.0, agent, car,-9.75373688600336,-0.06278342630466338,1.0, P4, others, pedestrian/bicycle,39.96271814717964,-3.7738949758932967,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-900,63, others, car,51.30256117221786,-3.8396001316322814,1,64, others, car,85.13709630943339,13.987741847713574,1,65, others, car,66.50501140159018,8.005013708567963,1,66.0, others, car,35.820824838563645,10.20738310660127,1.0,67.0, agent, car,-8.73176719379968,-0.05033560653322222,1.0, P4, others, pedestrian/bicycle,39.65102649085507,-3.845037869970183,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-800,63, others, car,51.18556526902685,-3.5898963898970515,1,64, others, car,86.23598143695804,14.336935886186064,1,65, others, car,67.56511101483889,8.217526790494466,1,66.0, others, car,34.89588063426713,10.092900710844901,1.0,67.0, agent, car,-7.711662173494589,-0.0391218851007078,1.0, P4, others, pedestrian/bicycle,39.3394555394864,-3.9171734524741977,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-700,63, others, car,51.06092336588936,-3.3270192399159373,1,64, others, car,87.33639617029381,14.698404300653367,1,65, others, car,68.62523767686763,8.438102084794894,1,66.0, others, car,33.95902416884341,9.976969855617801,1.0,67.0, agent, car,-6.696399890369893,-0.029504376875060582,1.0, P4, others, pedestrian/bicycle,39.02776388316172,-3.9883163465512115,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-600,63, others, car,50.92776347933442,-3.0520820750714552,1,64, others, car,88.43770993588114,15.069048320877767,1,65, others, car,69.68638407610383,8.666860296425286,1,66.0, others, car,33.011248130719714,9.859711245875754,1.0,67.0, agent, car,-5.689079114663234,-0.02085250829651697,1.0, P4, others, pedestrian/bicycle,38.71495883345399,-4.058587257156648,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-500,63, others, car,50.78695759283321,-2.7639715019809463,1,64, others, car,89.53992273371959,15.448867946859536,1,65, others, car,70.74942219601841,8.904914818768614,1,66.0, others, car,32.0504464380858,9.741876160134103,1.0,67.0, agent, car,-4.693670600083889,-0.013649099188832614,1.0, P4, others, pedestrian/bicycle,38.40104039036314,-4.127986184290859,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-400,63, others, car,50.63937768985701,-2.4615741272608216,1,64, others, car,90.6420418753824,15.837742473642384,1,65, others, car,71.81335934818455,9.152144946869141,1,66.0, others, car,31.07884587770793,9.621720631450398,1.0,67.0, agent, car,-3.713152411913341,-0.008256264419793768,1.0, P4, others, pedestrian/bicycle,38.08600855388902,-4.196513127953631,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-300,63, others, car,50.48427249189063,-2.146996032721769,1,64, others, car,91.74530145920835,16.23380722932793,1,65, others, car,72.88006020450085,9.409784779065914,1,66.0, others, car,30.0962050396742,9.501230036678981,1.0,67.0, agent, car,-2.750622320389569,-0.004041430429678196,1.0, P4, others, pedestrian/bicycle,37.76874993064864,-4.263296104673728,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-200,63, others, car,50.32251398240543,-1.8191238249805368,1,64, others, car,92.84684412487142,16.635707410621094,1,65, others, car,73.94964546992273,9.676841626931749,1,66.0, others, car,29.10165194051314,9.379290982436707,1.0,67.0, agent, car,-1.810054079221288,-0.0014934170421728454,1.0, P4, others, pedestrian/bicycle,37.450377914024976,-4.3292070979225,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-100,63, others, car,50.15596683329972,-1.4767234056981122,1,64, others, car,93.94877895418243,17.042691739006607,1,65, others, car,75.02286642296609,9.955421572276963,1,66.0, others, car,28.096179268652577,9.25602417367943,1.0,67.0, agent, car,-0.8924373768360759,-0.0007269292132191657,1.0, P4, others, pedestrian/bicycle,37.1307717990624,-4.393253419272567,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,63, others, car,49.98276637267497,-1.1210288732136495,1,64, others, car,95.04788447194763,17.45638647647099,1,65, others, car,76.09984376858688,10.244531926674211,1,66.0, others, car,27.07978702409182,9.131429610407293,1.0,67.0, agent, car,0.0,0.0,1.0, P4, others, pedestrian/bicycle,36.80918030724523,-4.457541150534449,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-1000,42, others, car,32.80394615925539,-13.339948664843893,1,44, others, car,34.77734842036225,0.120606172006561,1,45, others, car,53.66707348921303,6.011910936082597,1,46.0, others, car,77.80712569853564,2.0493146494057424,1.0,47.0, others, car,25.732032543563207,-2.8972176613091065,1.0,48, others, car,41.782995032095855,12.827558464020006,1.0,49.0, others, car,20.351151519009846,0.4080708888181081,1.0,50.0, others, car,15.529812589248117,-3.349798045081,1.0,51.0, others, car,9.903906710520667,0.031935392625145435,1.0,52.0, agent, car,-2.3672028007805364,-0.0009486711802175195,1.0
-900,42, others, car,33.07497780337544,-13.882673132585738,1,44, others, car,35.462815969969476,0.116702528141456,1,45, others, car,52.916006935136444,5.973805406989553,1,46.0, others, car,78.67996552107613,2.194915625321708,1.0,47.0, others, car,26.26845020511745,-2.888033566254661,1.0,48, others, car,41.782995032095855,12.827558464020006,1.0,49.0, others, car,20.489143049546854,0.4123531195525134,1.0,50.0, others, car,15.850860790202262,-3.357550977585876,1.0,51.0, others, car,10.14401451616333,0.03734294932077442,1.0,52.0, agent, car,-2.1368371445111998,-0.00013355670890849436,1.0
-800,42, others, car,33.33511039313295,-14.444084778123967,1,44, others, car,36.17118216798865,0.11517625696517042,1,45, others, car,52.14010529557457,5.932204376654706,1,46.0, others, car,79.56590187864845,2.3392997322418383,1.0,47.0, others, car,26.82183327585065,-2.877831083090063,1.0,48, others, car,41.782995032095855,12.827558464020006,1.0,49.0, others, car,20.61915197576435,0.41616263823508093,1.0,50.0, others, car,16.178946358942493,-3.3659023625853037,1.0,51.0, others, car,10.37913131910643,0.04245068598401325,1.0,52.0, agent, car,-1.905413323695567,-0.00025667877138030315,1.0
-700,42, others, car,33.58317183596858,-15.021238963845557,1,44, others, car,36.902397050413505,0.11703255901785772,1,45, others, car,51.3382504419741,5.889044282151376,1,46.0, others, car,80.46381964270017,2.484407407239846,1.0,47.0, others, car,27.394241120849088,-2.8674914843421533,1.0,48, others, car,41.782995032095855,12.827558464020006,1.0,49.0, others, car,20.743165698742143,0.419598372878767,1.0,50.0, others, car,16.51408429546883,-3.374822200079396,1.0,51.0, others, car,10.610255319889886,0.04731856662134015,1.0,52.0, agent, car,-1.6729913023398095,-0.0003198368271334767,1.0
-600,42, others, car,33.820202296428484,-15.615103926283837,1,44, others, car,37.65543241670414,0.12219047029303898,1,45, others, car,50.511500538881855,5.843386886946157,1,46.0, others, car,81.37365984922478,2.6312348508555283,1.0,47.0, others, car,27.984625575566405,-2.8560665334778386,1.0,48, others, car,41.78300303209585,12.827561464020008,1.0,49.0, others, car,20.860195017940445,0.4226213594770997,1.0,50.0, others, car,16.8542132346947,-3.3834422175408707,1.0,51.0, others, car,10.837386518513467,0.051946591232741146,1.0,52.0, agent, car,-1.4405612809841517,-0.00037699488312044934,1.0
-500,42, others, car,34.04615981050653,-16.224651464898866,1,44, others, car,38.43031826686008,0.13067099079057298,1,45, others, car,49.66179602337118,5.796359319591918,1,46.0, others, car,82.29428336966897,2.7817005001623176,1.0,47.0, others, car,28.591965439462648,-2.8436281945031423,1.0,48, others, car,41.782995032095855,12.827558464020006,1.0,49.0, others, car,20.968180568272942,0.42610287055714857,1.0,50.0, others, car,17.19839494008693,-3.392820579516446,1.0,51.0, others, car,11.058533513897462,0.056216831805380674,1.0,52.0, agent, car,-1.2061508585485703,-0.0003262249259175648,1.0
-400,42, others, car,34.25998021365598,-16.848953343157362,1,44, others, car,39.22798283741524,0.1435252850569917,1,45, others, car,48.789184859448135,5.746936379548602,1,46.0, others, car,83.22765364110656,2.9369484837129947,1.0,47.0, others, car,29.21628171253764,-2.8301674674184207,1.0,48, others, car,41.782995032095855,12.827558464020006,1.0,49.0, others, car,21.069178714825835,0.4291646335917241,1.0,50.0, others, car,17.54451308255251,-3.4010808129391537,1.0,51.0, others, car,11.273621342035401,0.06112148887894343,1.0,52.0, agent, car,-0.9697360350331594,-0.00014952695587211462,1.0
-300,42, others, car,34.462721670423576,-17.488947797592612,1,44, others, car,40.045491490756014,0.15957526053292792,1,45, others, car,47.89567544819318,5.695264994829437,1,46.0, others, car,84.17065513390463,3.0987883105681626,1.0,47.0, others, car,29.858565595331502,-2.8156273882171803,1.0,48, others, car,41.782995032095855,12.827558464020006,1.0,49.0, others, car,21.16318945759912,0.4318066485809399,1.0,50.0, others, car,17.889573060471577,-3.4084028098284342,1.0,51.0, others, car,11.483723167473668,0.06572832592010913,1.0,52.0, agent, car,-0.7302666458915357,-0.0007911375063041902,1.0
-200,42, others, car,34.655262453336036,-18.142578463118106,1,44, others, car,40.884720699949725,0.1809372463109611,1,45, others, car,46.9802655890662,5.641276201427704,1,46.0, others, car,85.12419908459658,3.26826914527421,1.0,47.0, others, car,30.516820686764373,-2.8001278849120372,1.0,48, others, car,41.782995032095855,12.827558464020006,1.0,49.0, others, car,21.249214596053122,0.4339689515183313,1.0,50.0, others, car,18.233634837850747,-3.4157847707241924,1.0,51.0, others, car,11.686777625125842,0.07091361545594023,1.0,52.0, agent, car,-0.4898590202163579,-0.0003745835104533059,1.0
-100,42, others, car,34.83654439784686,-18.808907103200873,1,44, others, car,41.74379399192894,0.2054949132986188,1,45, others, car,46.043955482607004,5.585035963349985,1,46.0, others, car,86.08725432863605,3.4463382243644576,1.0,47.0, others, car,31.192045187376216,-2.783608993496967,1.0,48, others, car,41.782995032095855,12.827558464020006,1.0,49.0, others, car,21.328192366720906,0.43670970695038136,1.0,50.0, others, car,18.572586684517397,-3.4214631505725186,1.0,51.0, others, car,11.882844678998408,0.07567915694641136,1.0,52.0, agent, car,-0.2453956283748356,-0.0007083740284748013,1.0
0,42, others, car,35.00968203358918,-19.48975022690081,1,44, others, car,42.6226574026875,0.2342514620356055,1,45, others, car,45.088675565889005,5.527644409149158,1,46.0, others, car,87.05981186602303,3.6329925478389056,1.0,47.0, others, car,31.88324089662698,-2.7661306779780017,1.0,48, others, car,41.782995032095855,12.827558464020006,1.0,49.0, others, car,21.4012488981556,0.43810047780353134,1.0,50.0, others, car,18.90548736393785,-3.426517113919701,1.0,51.0, others, car,12.071924329091608,0.08002495039130941,1.0,52.0, agent, car,0.0,0.0,1.0
-1000,26, others, car,5.660155793286824,21.383255257226814,1,28, others, car,27.800651873862204,12.824830267427116,1,29, others, car,24.938870423092503,-15.609905829959533,1,30.0, others, car,21.935795013089532,-6.804717638794393,1.0,32.0, others, car,39.65690800514079,17.026979663809794,1.0,34, others, car,13.105243517091196,-1.3845061782956782,1.0,35.0, others, car,7.730299627301138,6.971672085815902,1.0,36.0, others, car,35.49182516256594,21.24814181592947,1.0,37.0, others, car,-1.468799746867064,6.078096848817376,1.0,38.0, agent, car,-6.276468903925522,-0.08204326941610084,1.0
-900,26, others, car,5.011629199689311,21.59361983931404,1,28, others, car,27.469290242255486,12.34488811560158,1,29, others, car,25.01003351717836,-16.810149894323413,1,30.0, others, car,21.994847309408804,-7.826092117768332,1.0,32.0, others, car,39.42921876976637,16.999291903073367,1.0,34, others, car,13.189414613517432,-1.3985142661877523,1.0,35.0, others, car,7.931990671647969,6.999053149168778,1.0,36.0, others, car,35.37486869110067,21.24376188643098,1.0,37.0, others, car,-1.1831145468921964,6.106468780639979,1.0,38.0, agent, car,-5.618632645370966,-0.06428216216000217,1.0
-800,26, others, car,4.348315978687384,21.78580873296855,1,28, others, car,27.151305179865627,11.833101538895294,1,29, others, car,25.086267039704328,-18.016334560965703,1,30.0, others, car,22.057040949639006,-8.859430373672529,1.0,32.0, others, car,39.192530160574655,16.971497977858125,1.0,34, others, car,13.274597436421125,-1.4135104884509588,1.0,35.0, others, car,8.11669469483752,7.025233749192668,1.0,36.0, others, car,35.261918941332105,21.23942914114535,1.0,37.0, others, car,-0.9094049199006886,6.132699298976003,1.0,38.0, agent, car,-4.9627726555583385,-0.04854450785857232,1.0
-700,26, others, car,3.67021613028139,21.959830938190237,1,28, others, car,26.84968868191143,11.290509855891907,1,29, others, car,25.1675591946172,-19.227459899462765,1,30.0, others, car,22.124352202522054,-9.902706953551863,1.0,32.0, others, car,38.946870769672046,16.941601027315606,1.0,34, others, car,13.3628036427036,-1.4304711834027657,1.0,35.0, others, car,8.28643514982445,7.04823761714599,1.0,36.0, others, car,35.148966987616646,21.23409846543571,1.0,37.0, others, car,-0.6486825923697551,6.157776538195901,1.0,38.0, agent, car,-4.308900730540619,-0.03383037608791573,1.0
-600,26, others, car,2.9783295848949933,22.1156712510322,1,28, others, car,26.565416882764147,10.718112793068748,1,29, others, car,25.255909842764968,-20.443502317707924,1,30.0, others, car,22.19579293368706,-10.956939583884118,1.0,32.0, others, car,38.69320193537626,16.911603708347375,1.0,34, others, car,13.454009640258665,-1.447396490194929,1.0,35.0, others, car,8.442208170979784,7.069078479506079,1.0,36.0, others, car,35.03601123784809,21.229766720150078,1.0,37.0, others, car,-0.39994763387550575,6.181712294353112,1.0,38.0, agent, car,-3.660992999908208,-0.022186811908903592,1.0
-500,26, others, car,2.275632541694465,22.255391920502657,1,28, others, car,26.29948991679468,10.116934076903274,1,29, others, car,25.35130718809468,-21.663461885277535,1,30.0, others, car,22.27135534708091,-12.021119334244945,1.0,32.0, others, car,38.43256218021793,16.879526956158525,1.0,34, others, car,13.546227364290946,-1.465309931357773,1.0,35.0, others, car,8.585989619151986,7.087773928379363,1.0,36.0, others, car,34.91806563201203,21.224379064174148,1.0,37.0, others, car,-0.16519990526595366,6.20448297534121,1.0,38.0, agent, car,-3.0210611205625626,-0.01262847700361528,1.0
-400,26, others, car,1.5621367967330206,22.377984016177386,1,28, others, car,26.05188019189661,9.488969568243826,1,29, others, car,25.45276309623528,-22.88835032864823,1,30.0, others, car,22.353027303551496,-13.095233612527919,1.0,32.0, others, car,38.16492791209054,16.847376631596948,1.0,34, others, car,13.641456675648804,-1.4841879147853243,1.0,35.0, others, car,8.71979155913575,7.105353486296388,1.0,36.0, others, car,34.79411264757769,21.219914562303387,1.0,37.0, others, car,0.057560454307028,6.226112173266622,1.0,38.0, agent, car,-2.391104953351917,-0.005205963478932537,1.0
-300,26, others, car,0.8388148922751408,22.486462125381827,1,28, others, car,25.8215759815927,8.835207401461439,1,29, others, car,25.563277358459143,-24.118132259660825,1,30.0, others, car,22.439809076622065,-14.178285284361904,1.0,32.0, others, car,37.89128406141821,16.8151375307162,1.0,34, others, car,13.73970937038568,-1.5050303709017006,1.0,35.0, others, car,8.84361778698451,7.120815222832806,1.0,36.0, others, car,34.66216601580361,21.21435276158246,1.0,37.0, others, car,0.2683334448435529,6.24659988812935,1.0,38.0, agent, car,-1.7721244287005056,9.593261192980541e-05,1.0
-200,26, others, car,0.10665455479804424,22.579829113745202,1,28, others, car,25.610553554624328,8.157671029510537,1,29, others, car,25.68182645223596,-25.350819613520077,1,30.0, others, car,22.532684800662953,-15.269265623270028,1.0,32.0, others, car,37.6126721507318,16.780852588721032,1.0,34, others, car,13.83896199554656,-1.5258610309646372,1.0,35.0, others, car,8.962444362712779,7.136217979103386,1.0,36.0, others, car,34.51923494541707,21.207666273852176,1.0,37.0, others, car,0.4661309319726033,6.2649343934518305,1.0,38.0, agent, car,-1.1671075418273669,0.002232892685667046,1.0
-100,26, others, car,-0.6323439469561143,22.66011743422218,1,28, others, car,25.416803254090606,7.457340790708827,1,29, others, car,25.80943390009615,-26.58840045502123,1,30.0, others, car,22.6316662717276,-16.369174559675947,1.0,32.0, others, car,37.33104265271971,16.747524188990454,1.0,34, others, car,13.940249869715553,-1.5496678901937317,1.0,35.0, others, car,9.077286012797558,7.1505766207367625,1.0,36.0, others, car,34.364292913887645,21.20183816390756,1.0,37.0, others, car,0.6529291844361008,6.283139142189187,1.0,38.0, agent, car,-0.5760660887857096,0.002204847165944716,1.0
0,26, others, car,-1.3771904786166582,22.72833681329032,1,28, others, car,25.240295487884637,6.736204545904768,1,29, others, car,25.947087836410518,-27.829863057686953,1,30.0, others, car,22.737729828133933,-17.476000436678678,1.0,32.0, others, car,37.047428089912366,16.71317626672933,1.0,34, others, car,14.043537604732668,-1.573451157316401,1.0,35.0, others, car,9.191121732458102,7.164917466316923,1.0,36.0, others, car,34.19637537895086,21.19385684442269,1.0,37.0, others, car,0.8277400678630279,6.300202407863855,1.0,38.0, agent, car,0.0,0.0,1.0
-1000,32, others, car,25.732428788822485,-31.008183897612888,1,33, others, car,23.329750368658647,6.224718596024605,1,37, others, car,26.26350571843445,30.079352525906767,1,39.0, others, car,33.726777833798984,20.361331413971147,1.0,40.0, others, car,18.14970126109437,34.762737437276584,1.0,41, others, car,23.88943331266727,39.054749577443474,1.0,42.0, others, car,20.240311494531426,42.424932048712954,1.0,43.0, others, car,28.82151941220037,-16.043190074675508,1.0,45.0, others, car,31.32901304920989,-38.08118394118583,1.0,46.0, agent, car,-6.609924198967201,-0.06002569371946584,1.0
-900,32, others, car,25.85542876500937,-31.90024387645851,1,33, others, car,23.122842377561817,5.5621451241796045,1,37, others, car,26.43539794888013,30.980375623962676,1,39.0, others, car,33.41120870452504,20.333027268527385,1.0,40.0, others, car,18.13724055199476,34.73052360905437,1.0,41, others, car,23.88661736001789,38.98368741019887,1.0,42.0, others, car,20.2186256149834,42.16753061587957,1.0,43.0, others, car,28.784842167045433,-15.288694664075074,1.0,45.0, others, car,31.07805002155931,-36.954240038965246,1.0,46.0, agent, car,-5.929037052946058,-0.04758807404209006,1.0
-800,32, others, car,25.98744426723839,-32.793152554415656,1,33, others, car,22.932224653715267,4.8828477788620575,1,37, others, car,26.59500434785573,31.89817677763957,1,39.0, others, car,33.07065989716281,20.30330337571198,1.0,40.0, others, car,18.125729315229105,34.70132615320407,1.0,41, others, car,23.88292811718287,38.90561443480225,1.0,42.0, others, car,20.19552598806408,41.93510986113471,1.0,43.0, others, car,28.75155079607768,-14.557155622599067,1.0,45.0, others, car,30.841387338805827,-35.84505846023611,1.0,46.0, agent, car,-5.248130111387869,-0.03614631330948263,1.0
-700,32, others, car,26.12950874552875,-33.68889285383749,1,33, others, car,22.75785660604477,4.188821277961958,1,37, others, car,26.743345569843093,32.83180192352916,1,39.0, others, car,32.70413155276696,20.272142939988328,1.0,40.0, others, car,18.115156755260124,34.676147928671035,1.0,41, others, car,23.879390034181217,38.81854272890008,1.0,42.0, others, car,20.174006190608445,41.727719171089404,1.0,43.0, others, car,28.719679172481346,-13.850591259211356,1.0,45.0, others, car,30.6210583099139,-34.75560533181472,1.0,46.0, agent, car,-4.570195155590791,-0.026762657078026,1.0
-600,32, others, car,26.280605545398515,-34.58648171131585,1,33, others, car,22.59975703008749,3.4790747625345384,1,37, others, car,26.880417614842674,33.78123606163145,1,39.0, others, car,32.31262353028269,20.239562756893374,1.0,40.0, others, car,18.105555258699184,34.651980358620165,1.0,41, others, car,23.87502004760531,38.72145563801103,1.0,42.0, others, car,20.15309115920844,41.54435089126164,1.0,43.0, others, car,28.690243950738363,-13.169989637320334,1.0,45.0, others, car,30.41709652595739,-33.687880371590616,1.0,46.0, agent, car,-3.8942401221465377,-0.018408450865666903,1.0
-500,32, others, car,26.440734666847447,-35.4859191268505,1,33, others, car,22.456886475824113,2.7555641549322805,1,37, others, car,27.00822320074399,34.74651878302054,1,39.0, others, car,31.897118893118204,20.206579480909053,1.0,40.0, others, car,18.09690923447221,34.63083216094122,1.0,41, others, car,23.870851607473806,38.61237023978158,1.0,42.0, others, car,20.133790343883494,41.38299509929843,1.0,43.0, others, car,28.66222847636679,-12.51436769351738,1.0,45.0, others, car,30.22953557801029,-32.64388329745427,1.0,46.0, agent, car,-3.224267446835434,-0.01115487682061863,1.0
-400,32, others, car,26.609896109875574,-36.387205100441896,1,33, others, car,22.329269738791904,2.017322596210873,1,37, others, car,27.124761609657412,35.727614496622316,1,39.0, others, car,31.458617500218004,20.17320990757253,1.0,40.0, others, car,18.08822961917101,34.61168368115238,1.0,41, others, car,23.865868059305004,38.49226959761989,1.0,42.0, others, car,20.115111090151235,41.24466185860763,1.0,43.0, others, car,28.63566634044064,-11.885725145693163,1.0,45.0, others, car,30.058409057146815,-31.62561382729565,1.0,46.0, agent, car,-2.560277129657363,-0.005001934943106606,1.0
-300,32, others, car,26.788083078946173,-37.289337773144815,1,33, others, car,22.215865368971773,1.2663060087228015,1,37, others, car,27.231032700527805,36.72453999797398,1,39.0, others, car,30.99811921052745,20.139470832421086,1.0,40.0, others, car,18.080521271740714,34.59456171479069,1.0,41, others, car,23.860119789709817,38.358154134690864,1.0,42.0, others, car,20.098078848030976,41.127359246836406,1.0,43.0, others, car,28.61056054295988,-11.284052993847235,1.0,45.0, others, car,29.90272610442221,-30.633087756651587,1.0,46.0, agent, car,-1.9052519519103759,-0.000999870789056733,1.0
-200,32, others, car,26.97526557405877,-38.1923231449595,1,33, others, car,22.11469644401032,0.5014989424491858,1,37, others, car,27.329052986782226,37.736329019204476,1,39.0, others, car,30.516630882991414,20.10537905099132,1.0,40.0, others, car,18.07380278325552,34.57743654396606,1.0,41, others, car,23.853640389762578,38.20802413310453,1.0,42.0, others, car,20.08272720859684,41.02908754609457,1.0,43.0, others, car,28.584935957108534,-10.711411546944145,1.0,45.0, others, car,29.762510106447177,-29.66930766235752,1.0,46.0, agent, car,-1.2591919135943601,0.000851315641532905,1.0
-100,32, others, car,27.169473877323746,-39.096188806959574,1,33, others, car,22.02672723177901,-0.2750880891831484,1,37, others, car,27.41882246842067,38.76298156031396,1,39.0, others, car,30.01513137655513,20.07095135882061,1.0,40.0, others, car,18.06707249923316,34.56132123208631,1.0,41, others, car,23.84742971840796,38.0418963883979,1.0,42.0, others, car,20.069072967385736,40.948846897437306,1.0,43.0, others, car,28.56080130077682,-10.167731213909327,1.0,45.0, others, car,29.637813858759202,-28.73526040335823,1.0,46.0, agent, car,-0.6241135281365852,0.0015198922195503706,1.0
0,32, others, car,27.37069798874073,-40.00093675914529,1,33, others, car,21.950974668869428,-1.0644717406560291,1,37, others, car,27.50035794098019,39.803497762357175,1,39.0, others, car,29.49462475462641,20.037204410390913,1.0,40.0, others, car,18.0603522152108,34.545209920206545,1.0,41, others, car,23.83952164883052,37.8577375916067,1.0,42.0, others, car,20.05814957441692,40.88465437851126,1.0,43.0, others, car,28.53817036950177,-9.65404785368824,1.0,45.0, others, car,29.525618580060033,-27.83202722520963,1.0,46.0, agent, car,0.0,0.0,1.0
-1000,39, others, car,22.759820958673092,-5.954602835550388,1,40, others, car,23.034416301823445,-20.651431418531008,1,41, others, car,17.623305741846824,-18.31653623721985,1,42.0, others, car,19.690186771501885,-26.864555177842888,1.0,43.0, others, car,19.7990114419534,20.312586736341476,1.0,44, others, car,14.570417443417671,-30.270779577832066,1.0,45.0, others, car,21.618113021587032,33.02280559531373,1.0,46.0, others, car,39.586433119217965,11.167560964583256,1.0,47.0, others, car,16.930817185483402,-37.728971751582996,1.0,48.0, agent, car,-6.310815233313883,-0.06400071071386271,1.0
-900,39, others, car,23.455971316942147,-6.059824880208106,1,40, others, car,23.088160299300014,-20.571073089320823,1,41, others, car,17.751862628102728,-17.75596052690399,1,42.0, others, car,19.698700690056093,-26.84973920028997,1.0,43.0, others, car,19.783480553245088,20.205690564773363,1.0,44, others, car,14.628316602018625,-30.00465507868922,1.0,45.0, others, car,21.557166940416693,32.58388011736791,1.0,46.0, others, car,39.21106180995868,11.257590849538007,1.0,47.0, others, car,17.017114326572003,-37.234419627494944,1.0,48.0, agent, car,-5.6516096029794225,-0.048640471938992125,1.0
-800,39, others, car,24.158867042449643,-6.167168250115914,1,40, others, car,23.151885536596907,-20.47919327269299,1,41, others, car,17.88578240341331,-17.168903890981266,1,42.0, others, car,19.702118640828072,-26.835099609704162,1.0,43.0, others, car,19.76842159033057,20.107837472660893,1.0,44, others, car,14.687523386141315,-29.730621356199194,1.0,45.0, others, car,21.498299258165197,32.16994824376279,1.0,46.0, others, car,38.858224314632494,11.342906158199028,1.0,47.0, others, car,17.097548035258242,-36.763226017068256,1.0,48.0, agent, car,-4.992890207215647,-0.03624056691926547,1.0
